sigma_db,node_id,true_x_m,true_y_m,estimated_x_m,estimated_y_m,error_m,success,failure_reason
1,23,60.523959270027255,74.79125373904218,68.18352991774545,70.88070919859007,8.60008029673246,True,
1,24,63.55449193928654,29.516082997336255,59.785994773371186,23.196790192398765,7.357651285841617,True,
1,25,72.30953823743259,74.4178557514449,71.13873775248754,71.7060196329468,2.953782136369978,True,
1,26,67.60072800662148,57.32152608609464,72.59741770256747,62.78250822742332,7.401974997626213,True,
1,27,67.63077592528177,73.59318866286374,59.31005726997783,76.01777670577317,8.666774839497235,True,
1,28,5.562780260263431,41.344382210593636,-5.21267624508301,40.400927761919206,10.816680137423704,True,
1,29,58.29507817271991,44.76611177923242,61.34273352512753,47.293997513112494,3.9595971298369745,True,
1,30,6.467641361893989,92.12109554143312,19.433689653417538,88.72025618595211,13.40463041713233,True,
1,31,73.82367481050838,95.88166740072212,66.6694337761339,91.69704995998998,8.288195696483477,True,
1,32,29.839320076543792,58.08842856642992,26.346054585551144,58.925234430345405,3.592095188666839,True,
1,33,13.371227614128346,1.9781338201105474,13.64823355983308,3.9575578371933386,1.998712518938116,True,
1,34,31.141044094018135,86.1916778146845,45.9442422977933,95.57463480218807,17.526396061072983,True,
1,35,49.463536169114185,33.685481601468865,45.898560605694605,37.56889358914362,5.271616396684678,True,
1,36,24.838827007252565,26.50470868432968,18.033311283219437,37.1877217874227,12.666562802549054,True,
1,37,97.90065141894024,12.447704455050003,98.66719398034041,-0.6073967411027353,13.07758596760987,True,
1,38,91.58896710498118,58.499477319435044,93.56468635712869,58.20619907415716,1.9973679411814946,True,
1,39,60.201357740545085,43.243601260813065,59.81686914408285,40.515349581377684,2.755211191025377,True,
1,40,6.811035096738519,46.832619468347254,4.582884942628894,53.138343227336016,6.687810197212097,True,
1,41,28.31123123078926,93.86451445296974,23.494304265508912,100.97478694476828,8.5882920476933,True,
1,42,80.34100762678843,74.61917353020827,83.81935544757157,80.83617205198158,7.123901612324408,True,
1,43,94.5142584651447,25.660237168632968,92.83254259175085,32.842690029667935,7.376706404610004,True,
1,44,68.34897961501137,32.47848115774552,63.96374403551615,24.050684961672143,9.500423138482816,True,
1,45,81.19147143441458,51.01785564439161,75.25749985695401,48.94783465934805,6.284664315667988,True,
1,46,17.53280478061694,75.59189972215846,20.291498085422006,64.26754204638941,11.655533686568184,True,
1,47,42.85475590784861,50.06850332048509,38.869819256610626,49.62232263508875,4.0098375675830775,True,
1,48,48.2587707361883,4.463831452944866,54.815907555664516,-4.621328538121786,11.20429271898092,True,
1,49,42.589764102655224,85.7072229053037,26.03182735150269,100.14573091252561,21.96897318787974,True,
1,50,20.835427049452324,66.03497492591494,20.14366248370434,62.708345125512025,3.3977939966032693,True,
1,51,39.53383942317885,38.275148178092365,38.83363451720998,41.98083908666046,3.7712639817688576,True,
1,52,11.73968930870711,41.676440490526325,14.353691020214994,45.047116277922285,4.26549647889944,True,
1,53,83.84838228756209,22.881009289676847,93.24682035477896,26.292111158985684,9.998312560933144,True,
1,54,57.79819535348073,10.52775213200109,63.86386627286722,10.869011374917768,6.0752630867450526,True,
1,55,57.69147740384463,87.30856118634192,68.9190734301308,96.01425743520734,14.207324157172819,True,
1,56,68.73099969079553,76.7477951809748,70.14654676599766,69.65799770072124,7.2297304122023185,True,
1,57,69.43783013724692,42.311438910227594,71.45169906112368,40.48252044140072,2.7204063682054103,True,
1,58,42.98706172611185,86.23500472815522,45.87064406321177,85.54471012996198,2.965055434073605,True,
1,59,81.45839644942303,68.20042374419498,81.0629766271118,73.2674727001504,5.082454324234075,True,
1,60,56.63718503482395,14.668715911211592,45.20258740950036,23.365716695166416,14.36620497867014,True,
1,61,46.507397806330474,62.64339619539004,54.18597219114271,57.44849206354437,9.27078926101558,True,
1,62,72.42190513240097,21.781131110666877,74.53152907323457,27.35127114872178,5.956254965603852,True,
1,63,16.628935524188996,77.9432657873154,24.177392712600412,79.23128302304748,7.657557987036265,True,
1,64,18.058322353874384,95.09742877982288,29.17828650557756,101.50251100076595,12.832719158159925,True,
1,65,27.496430785229872,77.26817061067466,19.301783408182086,74.17508706173948,8.758961780647843,True,
1,66,87.43635844487765,59.4845583257959,86.1685636834993,62.0729672424381,2.8822151683611716,True,
1,67,84.16276026695779,3.9969356828890326,97.3858321611865,-10.912847460658876,19.928654337600584,True,
1,68,33.21080592300726,86.49444868705424,38.72741795458478,83.52240232314172,6.266264269578131,True,
1,69,19.67688738885476,51.1214106027518,7.386855463972369,58.902449094646876,14.546114420249179,True,
1,70,63.685548841740484,44.89416857440345,66.37421059629646,40.75241710026796,4.9379152791350664,True,
1,71,39.508626195819666,25.95799104163331,37.07472596822059,36.42310970965858,10.74442083379825,True,
1,72,78.92352734491215,44.80873534562332,72.5550546057509,40.72107379535738,7.567458092316239,True,
1,73,54.76582011294073,55.698530760113556,55.7714088062509,58.13210299638476,2.6331506696851372,True,
1,74,88.9198272720378,25.954285512454582,85.2306960998241,27.905801392264884,4.173500094039839,True,
1,75,63.04178817364071,6.065043421209777,65.38065076915736,12.283656560253007,6.643901535527747,True,
1,76,64.31075224396936,47.94269399772743,63.814549665951326,47.057118443287486,1.015116279572622,True,
1,77,90.26069818639597,13.398591553140648,77.98586967387793,9.591307218656482,12.851724748660564,True,
1,78,55.48519491722067,48.450966012570206,49.659585919077834,45.0771335229073,6.732047672703137,True,
1,79,53.61769028030827,21.9388824909848,49.82666152887066,23.300257639130425,4.028056763281162,True,
2,0,93.89416536315095,30.14620452825978,75.71192457470525,42.19810360198342,21.81380643932276,True,
2,1,8.036642284785348,33.29180314859829,7.967663578858147,28.031090352411912,5.261165002718552,True,
2,2,55.82526066361373,85.61981241695517,55.493539577479126,77.21199767462286,8.414356043118616,True,
2,3,71.69210228164086,68.75959554087012,72.03638619663595,69.8670243098379,1.159711124574493,True,
2,4,54.00362594645869,45.44740343328356,57.460366344939416,32.632588785133926,13.27284930408385,True,
2,5,80.11276869314742,35.523123299974685,78.40906409670043,32.767597078926656,3.2396811736400557,True,
2,6,69.46232657055918,73.09976442434888,98.19264605211504,102.16207356059434,40.86623385929959,True,
2,7,76.47531270101051,78.47809659723579,78.68621110815992,76.27261061440262,3.122857695638628,True,
2,8,40.09278230226733,34.636278082955116,27.139877136187746,42.8835466102279,15.355624064244196,True,
2,9,57.39544344845955,63.61078475221331,53.864395121747044,54.86212284791972,9.43437265541367,True,
2,10,68.8873023325835,57.269936084622785,62.9000978839168,64.59668567712548,9.461917178953362,True,
2,11,97.9493509182209,85.03532042458274,108.37871683581989,101.37848040068015,19.387381242640473,True,
2,12,84.92353192815025,16.10331287000345,91.17514894587832,13.74115073900418,6.683002713561784,True,
2,13,82.03059606542631,2.225089598475667,76.55307045800862,22.146077559843093,20.66032546057449,True,
2,14,58.47353315478107,66.96046058452855,46.694859018771375,39.66974867797456,29.7240663565541,True,
2,15,25.075750894125633,76.40826728959952,24.55501527983787,81.37402636008102,4.992987955729205,True,
2,16,10.647840719981644,69.63105170187215,21.72982931872956,82.88831896606516,17.27905109133665,True,
2,17,70.35826785082438,41.51179713691665,66.35765385886494,29.74603605205827,12.427310498198292,True,
2,18,24.494026528699113,46.8577478691227,22.30902169289017,33.890143289077486,13.150399791524135,True,
2,19,6.915120295691534,87.65854719606564,4.103844713625777,85.4246933645853,3.5907343731803087,True,
2,20,75.84523039705334,91.72803371006896,103.33883493312972,138.7051314387673,54.4311124394664,True,
2,21,37.75750037964265,9.412173064655496,39.65137156087852,37.55362435240224,28.205106428300148,True,
2,22,65.66352249497959,71.77036231080746,55.39720001699525,49.2380098615182,24.76094271470612,True,
2,23,60.523959270027255,74.79125373904218,51.488589124042974,74.65995606374037,9.036324073121971,True,
2,24,63.55449193928654,29.516082997336255,72.09291923646073,19.018606019192116,13.531510027184531,True,
2,25,72.30953823743259,74.4178557514449,70.34694841217264,77.31292679355123,3.4975984848259083,True,
2,26,67.60072800662148,57.32152608609464,59.08454918150395,49.253226479123875,11.731272749758434,True,
2,27,67.63077592528177,73.59318866286374,74.8762771707875,83.67600645835621,12.41613881187404,True,
2,28,5.562780260263431,41.344382210593636,-1.0751409050460674,31.247037731066012,12.083805813364878,True,
2,29,58.29507817271991,44.76611177923242,56.011984650490014,52.561147602269216,8.122505741067537,True,
2,30,6.467641361893989,92.12109554143312,-13.497565377521209,97.27866572712853,20.620620998601478,True,
2,31,73.82367481050838,95.88166740072212,83.97397118637151,107.73839775271111,15.608029060635335,True,
2,32,29.839320076543792,58.08842856642992,52.144826178193966,57.60162695749042,22.310817516559524,True,
2,33,13.371227614128346,1.9781338201105474,24.473790913060125,-3.395205637914984,12.334491831363017,True,
2,34,31.141044094018135,86.1916778146845,38.19576431509253,87.17413772541703,7.122801757302569,True,
2,35,49.463536169114185,33.685481601468865,49.90082263567268,22.854024502872505,10.84028054676486,True,
2,36,24.838827007252565,26.50470868432968,22.514421013746066,19.171696335479453,7.692589507509086,True,
2,37,97.90065141894024,12.447704455050003,80.33492519061186,39.65703012999312,32.38675873893067,True,
2,38,91.58896710498118,58.499477319435044,72.34523813350717,19.74073133404046,43.273103598978075,True,
2,39,60.201357740545085,43.243601260813065,57.48739930785653,45.5326819488719,3.550416985482863,True,
2,40,6.811035096738519,46.832619468347254,20.395975601077403,31.393524666631887,20.56492783363904,True,
2,41,28.31123123078926,93.86451445296974,37.964109683317865,66.67442138329648,28.852716051643824,True,
2,42,80.34100762678843,74.61917353020827,73.4279179663315,74.77863336951121,6.914928495209974,True,
2,43,94.5142584651447,25.660237168632968,96.42514918866942,6.1778311708110865,19.57589453438128,True,
2,44,68.34897961501137,32.47848115774552,81.52804347470956,42.55139160108644,16.587683654373492,True,
2,45,81.19147143441458,51.01785564439161,71.75816600422321,24.661219982926124,27.993918888403464,True,
2,46,17.53280478061694,75.59189972215846,40.765881849227306,69.32349345699086,24.063848137427673,True,
2,47,42.85475590784861,50.06850332048509,40.12192879617355,50.429967746482085,2.756628475795679,True,
2,48,48.2587707361883,4.463831452944866,62.31188306402624,-35.442091865631525,42.30806875770779,True,
2,49,42.589764102655224,85.7072229053037,18.872467114688348,94.36551260187983,25.248290177460714,True,
2,50,20.835427049452324,66.03497492591494,20.34398248346256,60.46454908391964,5.592062394377396,True,
2,51,39.53383942317885,38.275148178092365,35.17668805941404,45.10177142967297,8.098614265772786,True,
2,52,11.73968930870711,41.676440490526325,4.310602477350657,34.962697892306615,10.013274730226062,True,
2,53,83.84838228756209,22.881009289676847,77.7696562217356,22.105783469301787,6.127959338632604,True,
2,54,57.79819535348073,10.52775213200109,55.64954518310478,19.09232365096397,8.829982041776004,True,
2,55,57.69147740384463,87.30856118634192,43.8627081735173,79.91675087033997,15.680360906988106,True,
2,56,68.73099969079553,76.7477951809748,66.04865530341674,74.65472703598608,3.4023382653800054,True,
2,57,69.43783013724692,42.311438910227594,67.32630258159745,55.2198249358578,13.079945657568775,True,
2,58,42.98706172611185,86.23500472815522,25.764532336878606,73.18533573386674,21.60808597316053,True,
2,59,81.45839644942303,68.20042374419498,84.71740622397489,51.81965097077826,16.7018220971526,True,
2,60,56.63718503482395,14.668715911211592,61.42798533894371,5.332359454827726,10.493775270826731,True,
2,61,46.507397806330474,62.64339619539004,48.50813425974904,63.3448446103837,2.1201359001099513,True,
2,62,72.42190513240097,21.781131110666877,75.9863825726367,27.203442777926913,6.488987843944062,True,
2,63,16.628935524188996,77.9432657873154,1.0397802013492212,68.76259790500055,18.09161204660854,True,
2,64,18.058322353874384,95.09742877982288,9.466593580113079,100.93650004963342,10.388096871699112,True,
2,65,27.496430785229872,77.26817061067466,46.299879097010106,94.23705377375408,25.328100288336497,True,
2,66,87.43635844487765,59.4845583257959,88.6082279823713,57.05302129050509,2.6991944292504004,True,
2,67,84.16276026695779,3.9969356828890326,76.3319914500303,4.635075886050188,7.856727256501558,True,
2,68,33.21080592300726,86.49444868705424,52.40602541824983,91.99062101707158,19.96658112326166,True,
2,69,19.67688738885476,51.1214106027518,26.088853045182603,33.58010441560108,18.676475211594397,True,
2,70,63.685548841740484,44.89416857440345,60.42269285214578,29.394108585267368,15.83976290465395,True,
2,71,39.508626195819666,25.95799104163331,23.20636114465435,45.704761295862845,25.606615966811596,True,
2,72,78.92352734491215,44.80873534562332,95.60697474189101,55.21791121898458,19.664393186933765,True,
2,73,54.76582011294073,55.698530760113556,66.96561860842691,68.77649753773004,17.88486226860322,True,
2,74,88.9198272720378,25.954285512454582,74.89651089248552,51.95606157436011,29.542270743030272,True,
2,75,63.04178817364071,6.065043421209777,51.152248933192205,2.2294531558623256,12.492913832801097,True,
2,76,64.31075224396936,47.94269399772743,63.52694013075874,64.22032269036856,16.29648910913972,True,
2,77,90.26069818639597,13.398591553140648,123.82427027742729,22.717008509298786,34.83312024609153,True,
2,78,55.48519491722067,48.450966012570206,47.632125104536286,42.201130812917775,10.03649069673804,True,
2,79,53.61769028030827,21.9388824909848,49.10005228311663,32.390700706105,11.386375941254887,True,
4,0,93.89416536315095,30.14620452825978,60.706084981689386,33.64706919782107,33.37221498254103,True,
4,1,8.036642284785348,33.29180314859829,43.62180155402143,48.58561182699335,38.73246886151529,True,
4,2,55.82526066361373,85.61981241695517,86.36113093647822,99.16425313807831,33.40495843088609,True,
4,3,71.69210228164086,68.75959554087012,64.18933232944019,15.144704053389376,54.137308264910814,True,
4,4,54.00362594645869,45.44740343328356,41.335178676029265,74.91880881032769,32.07886050254461,True,
4,5,80.11276869314742,35.523123299974685,64.57677412576238,21.460104187190222,20.955563312981074,True,
4,6,69.46232657055918,73.09976442434888,51.724097824939925,80.40916973918323,19.185206933688313,True,
4,7,76.47531270101051,78.47809659723579,66.94423912891692,79.0243904048016,9.54671673198936,True,
4,8,40.09278230226733,34.636278082955116,39.43522700182672,28.704293981220154,5.968317548218583,True,
4,9,57.39544344845955,63.61078475221331,83.59834534754683,60.656152487866215,26.36895750215985,True,
4,10,68.8873023325835,57.269936084622785,67.91661784128827,78.3424154707054,21.09482438558136,True,
4,11,97.9493509182209,85.03532042458274,44.23837035540302,64.7500066097359,57.41396510942452,True,
4,12,84.92353192815025,16.10331287000345,74.81876360880052,17.60555671775094,10.21582494788498,True,
4,13,82.03059606542631,2.225089598475667,22.406459059131038,-77.19082407307596,99.30722560837559,True,
4,14,58.47353315478107,66.96046058452855,119.01647721954609,96.266399591173,67.26281392486067,True,
4,15,25.075750894125633,76.40826728959952,73.72839448084345,86.82125128346178,49.754496918696965,True,
4,16,10.647840719981644,69.63105170187215,-45.75037034751601,65.96383470885587,56.51731320655541,True,
4,17,70.35826785082438,41.51179713691665,68.59077017795134,62.64276196953031,21.20475707903222,True,
4,18,24.494026528699113,46.8577478691227,3.740553216452986,65.41042269409455,27.83717653935572,True,
4,19,6.915120295691534,87.65854719606564,-28.203648787380445,102.99013176721004,38.319517577499404,True,
4,20,75.84523039705334,91.72803371006896,144.606419434601,82.84018268309764,69.3332172463892,True,
4,21,37.75750037964265,9.412173064655496,34.4541286718961,33.96190583466434,24.770983906950214,True,
4,22,65.66352249497959,71.77036231080746,46.120849980755786,38.91397028280464,38.229027532700925,True,
4,23,60.523959270027255,74.79125373904218,82.62324372799193,108.85831547705185,40.60718001801408,True,
4,24,63.55449193928654,29.516082997336255,37.597364413133846,35.27365606934871,26.588007016106282,True,
4,25,72.30953823743259,74.4178557514449,29.538486804056145,85.89084569015857,44.28309314908296,True,
4,26,67.60072800662148,57.32152608609464,60.8485395491779,54.30177847108317,7.396683352909046,True,
4,27,67.63077592528177,73.59318866286374,87.7458118423287,86.33936077935151,23.813432628817264,True,
4,28,5.562780260263431,41.344382210593636,3.616917463586528,57.07268373470252,15.84821286002864,True,
4,29,58.29507817271991,44.76611177923242,103.10019993895932,107.34322220349439,76.96358675073438,True,
4,30,6.467641361893989,92.12109554143312,,,,False,estimate_outside_bounds
4,31,73.82367481050838,95.88166740072212,56.057900508382886,58.227932202490365,41.634439001055604,True,
4,32,29.839320076543792,58.08842856642992,3.4117487788122647,68.07901843866907,28.25293631982295,True,
4,33,13.371227614128346,1.9781338201105474,17.821762436929887,3.222897956425069,4.621330756830114,True,
4,34,31.141044094018135,86.1916778146845,119.63031828832088,184.71197136622777,132.42582787702992,True,
4,35,49.463536169114185,33.685481601468865,-2.439966328780514,62.412377388778985,59.322913896098676,True,
4,36,24.838827007252565,26.50470868432968,49.893373823338514,39.67596609300848,28.305694442728637,True,
4,37,97.90065141894024,12.447704455050003,116.41116626027895,49.73377469352663,41.62799771211718,True,
4,38,91.58896710498118,58.499477319435044,62.325351505645735,37.48711804850575,36.026079998749196,True,
4,39,60.201357740545085,43.243601260813065,48.61610562643017,53.204078445051735,15.27838906054376,True,
4,40,6.811035096738519,46.832619468347254,17.075707041291686,28.832913127889707,20.720832957967797,True,
4,41,28.31123123078926,93.86451445296974,48.06699713188915,83.46970611041745,22.32358230252161,True,
4,42,80.34100762678843,74.61917353020827,30.514840993409482,72.43216655701303,49.874140402397416,True,
4,43,94.5142584651447,25.660237168632968,107.70277307545973,33.66261816181979,15.426438966482532,True,
4,44,68.34897961501137,32.47848115774552,59.91451667378228,6.446307388959429,27.36447032623218,True,
4,45,81.19147143441458,51.01785564439161,101.05102790895664,33.18434370811059,26.691499233782338,True,
4,46,17.53280478061694,75.59189972215846,12.241263585618853,107.11186586909844,31.961049327620707,True,
4,47,42.85475590784861,50.06850332048509,35.179613060805444,55.3826859656635,9.335328323569197,True,
4,48,48.2587707361883,4.463831452944866,27.565036676809978,-0.8749787191854391,21.37132479221437,True,
